ticket_id,customer_id,created_date,category,priority,resolution_days
TKT-000436,CUST-06452,2026-04-27,Feature Request,Medium,5
TKT-000437,CUST-09978,2026-05-28,Feature Request,Low,5
TKT-000438,CUST-06136,2025-09-09,Billing,Low,0
TKT-000439,CUST-11817,2025-07-09,Onboarding,Urgent,0
TKT-000440,CUST-09977,2025-09-15,Technical Bug,Medium,0
TKT-000441,CUST-09622,2025-07-12,Technical Bug,High,1
TKT-000442,CUST-06403,2025-12-02,Onboarding,Low,1
TKT-000443,CUST-05894,2025-10-29,Technical Bug,Low,0
TKT-000444,CUST-02774,2025-08-29,Technical Bug,Medium,4
TKT-000445,CUST-00615,2025-12-24,Technical Bug,Medium,1
TKT-000446,CUST-06917,2026-06-20,Onboarding,Low,0
TKT-000447,CUST-10072,2026-03-08,Billing,Low,0
TKT-000448,CUST-10611,2025-12-30,Technical Bug,Low,1
TKT-000449,CUST-07713,2025-09-06,Billing,Urgent,1
TKT-000450,CUST-02200,2025-12-06,Onboarding,High,10
TKT-000451,CUST-09700,2025-10-03,Technical Bug,Urgent,1
TKT-000452,CUST-00613,2026-04-09,Technical Bug,Medium,0
TKT-000453,CUST-07517,2025-11-20,Billing,Medium,6
TKT-000454,CUST-05036,2026-05-26,Technical Bug,Low,0
TKT-000455,CUST-03025,2025-10-27,Feature Request,Medium,3
TKT-000456,CUST-01245,2026-03-31,Onboarding,Low,2
TKT-000457,CUST-09527,2025-07-09,Technical Bug,Medium,0
TKT-000458,CUST-02611,2025-11-16,Feature Request,Urgent,0
TKT-000459,CUST-05193,2025-12-16,Technical Bug,Low,5
TKT-000460,CUST-03978,2025-12-06,Feature Request,Medium,1
TKT-000461,CUST-08884,2026-01-30,Feature Request,Low,1
TKT-000462,CUST-02078,2025-08-15,Onboarding,Low,1
TKT-000463,CUST-02269,2025-10-25,Billing,Medium,1
TKT-000464,CUST-08396,2025-07-03,Feature Request,Low,1
TKT-000465,CUST-04589,2025-10-01,Feature Request,Medium,0
TKT-000466,CUST-00658,2025-10-19,Feature Request,Low,3
TKT-000467,CUST-03558,2026-05-11,Feature Request,High,4
TKT-000468,CUST-08364,2026-05-09,Technical Bug,Low,0
TKT-000469,CUST-04501,2026-01-02,Technical Bug,High,0
TKT-000470,CUST-00940,2025-12-14,Feature Request,Low,2
TKT-000471,CUST-08914,2026-04-27,Billing,Medium,1
TKT-000472,CUST-04117,2026-01-22,Feature Request,Low,1
TKT-000473,CUST-10265,2026-06-17,Billing,Medium,3
TKT-000474,CUST-08166,2025-11-22,Billing,High,8
TKT-000475,CUST-05800,2025-12-10,Technical Bug,Low,2
TKT-000476,CUST-05225,2025-12-21,Technical Bug,High,9
TKT-000477,CUST-02398,2026-02-19,Billing,Low,3
TKT-000478,CUST-07123,2026-01-12,Feature Request,Low,1
TKT-000479,CUST-04608,2025-10-17,Feature Request,Medium,3
TKT-000480,CUST-08154,2025-11-25,Feature Request,Low,3
TKT-000481,CUST-11229,2026-04-17,Billing,High,1
TKT-000482,CUST-02826,2026-05-30,Onboarding,Low,3
TKT-000483,CUST-03771,2025-09-18,Onboarding,Medium,2
TKT-000484,CUST-02312,2025-09-16,Technical Bug,Medium,2
TKT-000485,CUST-10645,2026-03-03,Technical Bug,Medium,0
TKT-000486,CUST-09783,2025-11-30,Feature Request,Medium,0
TKT-000487,CUST-09691,2025-08-06,Onboarding,High,4
TKT-000488,CUST-02840,2026-06-13,Onboarding,Medium,0
TKT-000489,CUST-08270,2026-04-20,Billing,Low,0
TKT-000490,CUST-01556,2025-06-29,Onboarding,Low,1
TKT-000491,CUST-05837,2026-05-07,Billing,Low,4
TKT-000492,CUST-06944,2025-12-11,Billing,Medium,0
TKT-000493,CUST-08573,2026-03-31,Feature Request,Low,1
TKT-000494,CUST-09748,2026-05-12,Billing,Low,1
TKT-000495,CUST-02641,2026-03-02,Onboarding,Low,1
TKT-000496,CUST-03176,2026-04-18,Feature Request,Medium,2
TKT-000497,CUST-06019,2025-10-10,Feature Request,Low,4
TKT-000498,CUST-08049,2025-12-22,Technical Bug,Medium,5
TKT-000499,CUST-10632,2025-12-03,Feature Request,Low,2
TKT-000500,CUST-05056,2025-10-31,Billing,Medium,6
TKT-000501,CUST-11408,2026-04-22,Technical Bug,Low,0
TKT-000502,CUST-01569,2025-11-21,Technical Bug,Medium,1
TKT-000503,CUST-01664,2026-05-03,Onboarding,Urgent,5
TKT-000504,CUST-04193,2025-09-10,Billing,Low,1
TKT-000505,CUST-07993,2025-08-01,Technical Bug,High,1
TKT-000506,CUST-10237,2026-03-31,Onboarding,Low,2
TKT-000507,CUST-01716,2025-09-24,Feature Request,Medium,0
TKT-000508,CUST-05144,2025-08-08,Feature Request,Medium,1
TKT-000509,CUST-05763,2025-07-17,Onboarding,Medium,1
TKT-000510,CUST-01096,2025-09-11,Onboarding,Low,3
TKT-000511,CUST-10178,2025-10-31,Billing,Low,1
TKT-000512,CUST-02111,2025-10-04,Feature Request,Medium,1
TKT-000513,CUST-02213,2026-05-13,Billing,Medium,0
TKT-000514,CUST-01273,2025-11-03,Billing,Low,1
TKT-000515,CUST-00973,2026-03-29,Billing,Medium,0
TKT-000516,CUST-04007,2025-12-24,Onboarding,Medium,0
TKT-000517,CUST-04594,2025-12-02,Billing,Medium,1
TKT-000518,CUST-03764,2025-08-12,Feature Request,Low,1
TKT-000519,CUST-06609,2025-10-22,Feature Request,Low,2
TKT-000520,CUST-11973,2025-07-22,Billing,Low,12
TKT-000521,CUST-00488,2026-03-01,Onboarding,Medium,1
TKT-000522,CUST-07506,2025-09-28,Billing,Medium,0
TKT-000523,CUST-04055,2026-02-02,Technical Bug,Low,2
TKT-000524,CUST-02408,2025-10-31,Feature Request,Medium,1
TKT-000525,CUST-03486,2026-05-13,Feature Request,Low,1
TKT-000526,CUST-05906,2025-07-24,Billing,Low,0
TKT-000527,CUST-03830,2025-09-30,Billing,Low,1
TKT-000528,CUST-11561,2025-06-30,Billing,Medium,8
TKT-000529,CUST-01738,2025-10-31,Billing,Low,0
TKT-000530,CUST-06931,2026-06-17,Billing,Low,1
TKT-000531,CUST-11358,2026-05-18,Billing,Urgent,0
TKT-000532,CUST-08258,2026-04-12,Technical Bug,Low,4
TKT-000533,CUST-06459,2026-03-15,Technical Bug,Low,1
TKT-000534,CUST-04205,2025-11-04,Feature Request,Low,0
TKT-000535,CUST-03672,2026-01-22,Technical Bug,Medium,4
TKT-000536,CUST-10868,2026-05-02,Onboarding,Medium,1
TKT-000537,CUST-01795,2026-01-16,Onboarding,Medium,12
TKT-000538,CUST-03872,2025-11-04,Onboarding,Medium,0
TKT-000539,CUST-06868,2026-05-24,Feature Request,Medium,7
TKT-000540,CUST-11685,2026-01-05,Billing,Low,0
TKT-000541,CUST-11102,2026-04-18,Feature Request,High,2
TKT-000542,CUST-08980,2025-12-05,Feature Request,Low,1
TKT-000543,CUST-05203,2025-11-18,Onboarding,Medium,0
TKT-000544,CUST-05205,2026-02-28,Onboarding,Medium,0
TKT-000545,CUST-03156,2026-05-20,Onboarding,Medium,4
TKT-000546,CUST-01390,2026-01-27,Onboarding,Low,1
TKT-000547,CUST-10216,2026-02-01,Billing,High,1
TKT-000548,CUST-01571,2025-11-13,Technical Bug,Urgent,1
TKT-000549,CUST-00693,2026-06-10,Technical Bug,Urgent,0
TKT-000550,CUST-07409,2026-01-12,Feature Request,Medium,2
TKT-000551,CUST-02352,2025-09-14,Feature Request,Medium,2
TKT-000552,CUST-05883,2026-06-23,Technical Bug,Medium,0
TKT-000553,CUST-01669,2025-07-12,Onboarding,Medium,0
TKT-000554,CUST-06318,2025-09-23,Technical Bug,Low,0
TKT-000555,CUST-05240,2026-01-09,Onboarding,Low,0
TKT-000556,CUST-04682,2025-10-06,Feature Request,Medium,1
TKT-000557,CUST-09549,2026-02-14,Feature Request,Medium,0
TKT-000558,CUST-10731,2026-03-23,Technical Bug,Medium,0
TKT-000559,CUST-04583,2025-10-09,Onboarding,Urgent,0
TKT-000560,CUST-11966,2025-07-11,Technical Bug,Medium,0
TKT-000561,CUST-08561,2025-07-01,Onboarding,Low,0
TKT-000562,CUST-04567,2026-02-02,Billing,Low,5
TKT-000563,CUST-06669,2025-11-06,Billing,High,1
TKT-000564,CUST-11223,2026-02-14,Onboarding,High,1
TKT-000565,CUST-02570,2026-04-03,Feature Request,Low,1
TKT-000566,CUST-01842,2025-12-09,Feature Request,Medium,5
TKT-000567,CUST-02311,2026-04-14,Billing,High,0
TKT-000568,CUST-02539,2026-04-20,Onboarding,High,0
TKT-000569,CUST-02020,2026-01-19,Feature Request,High,2
TKT-000570,CUST-06636,2026-05-11,Technical Bug,Urgent,3
TKT-000571,CUST-05110,2025-10-13,Technical Bug,Medium,0
TKT-000572,CUST-04299,2025-09-25,Onboarding,Low,1
TKT-000573,CUST-09682,2025-09-02,Billing,Low,0
TKT-000574,CUST-10203,2025-09-26,Feature Request,High,2
TKT-000575,CUST-05806,2025-10-21,Feature Request,Low,0
TKT-000576,CUST-11467,2025-12-27,Billing,Medium,1
TKT-000577,CUST-01575,2025-09-26,Billing,Medium,0
TKT-000578,CUST-01463,2026-05-23,Billing,Medium,1
TKT-000579,CUST-02001,2025-12-26,Feature Request,Medium,0
TKT-000580,CUST-01794,2025-11-02,Feature Request,Medium,3
TKT-000581,CUST-06410,2025-11-28,Billing,Medium,0
TKT-000582,CUST-04529,2026-06-20,Feature Request,Medium,4
TKT-000583,CUST-05954,2026-06-08,Feature Request,Urgent,0
TKT-000584,CUST-03682,2026-05-28,Feature Request,Medium,4
TKT-000585,CUST-00834,2025-08-25,Billing,Medium,0
TKT-000586,CUST-04819,2026-02-02,Feature Request,Medium,0
TKT-000587,CUST-07908,2026-04-06,Billing,Medium,0
TKT-000588,CUST-00385,2025-12-26,Feature Request,Medium,2
TKT-000589,CUST-11085,2025-09-24,Billing,Low,8
TKT-000590,CUST-01529,2026-01-27,Feature Request,Low,1
TKT-000591,CUST-10117,2026-05-31,Feature Request,Low,1
TKT-000592,CUST-03755,2026-06-03,Billing,Low,2
TKT-000593,CUST-03581,2025-12-29,Billing,Medium,0
TKT-000594,CUST-02031,2026-03-16,Feature Request,Low,0
TKT-000595,CUST-00707,2026-02-02,Onboarding,Low,0
TKT-000596,CUST-06393,2026-01-09,Technical Bug,Medium,4
TKT-000597,CUST-06899,2025-07-15,Billing,High,1
TKT-000598,CUST-06515,2026-01-26,Billing,Low,0
TKT-000599,CUST-02973,2026-03-14,Onboarding,Low,3
TKT-000600,CUST-05017,2026-06-12,Onboarding,Medium,1
TKT-000601,CUST-11493,2025-07-15,Technical Bug,Urgent,0
TKT-000602,CUST-08179,2026-05-28,Onboarding,Urgent,6
TKT-000603,CUST-10106,2025-09-25,Onboarding,Low,0
TKT-000604,CUST-09161,2025-12-10,Feature Request,Medium,3
TKT-000605,CUST-07024,2025-09-03,Onboarding,Low,0
TKT-000606,CUST-11319,2025-12-23,Feature Request,High,2
TKT-000607,CUST-00937,2026-02-06,Feature Request,Medium,1
TKT-000608,CUST-05480,2026-06-09,Technical Bug,Medium,0
TKT-000609,CUST-04085,2026-03-15,Feature Request,Medium,0
TKT-000610,CUST-03384,2026-06-05,Billing,Medium,3
TKT-000611,CUST-10355,2026-02-05,Onboarding,Low,0
TKT-000612,CUST-09053,2025-11-28,Billing,Medium,2
TKT-000613,CUST-00343,2026-04-17,Onboarding,Low,0
TKT-000614,CUST-10756,2025-12-16,Technical Bug,Low,1
TKT-000615,CUST-05276,2025-08-16,Onboarding,Low,0
TKT-000616,CUST-05140,2026-05-23,Billing,Low,1
TKT-000617,CUST-11141,2026-01-14,Feature Request,Low,0
TKT-000618,CUST-05418,2025-09-25,Technical Bug,Medium,5
TKT-000619,CUST-04137,2026-03-08,Technical Bug,Low,1
TKT-000620,CUST-09165,2025-08-31,Feature Request,Medium,0
TKT-000621,CUST-08322,2026-04-09,Feature Request,Low,2
TKT-000622,CUST-07989,2025-06-25,Billing,Medium,2
TKT-000623,CUST-08281,2026-01-14,Technical Bug,Medium,3
TKT-000624,CUST-07447,2025-08-16,Technical Bug,Medium,2
TKT-000625,CUST-11364,2026-02-12,Feature Request,Low,2
TKT-000626,CUST-02436,2025-09-24,Feature Request,High,1
TKT-000627,CUST-02479,2026-05-04,Technical Bug,Medium,3
TKT-000628,CUST-06919,2026-01-17,Feature Request,High,7
TKT-000629,CUST-07417,2026-04-09,Feature Request,Medium,4
TKT-000630,CUST-08632,2026-02-15,Technical Bug,High,1
TKT-000631,CUST-00675,2025-08-15,Onboarding,Medium,0
TKT-000632,CUST-03557,2025-10-06,Onboarding,Medium,3
TKT-000633,CUST-07308,2025-10-04,Technical Bug,Medium,3
TKT-000634,CUST-09923,2026-04-24,Onboarding,Low,0
TKT-000635,CUST-05419,2026-03-20,Onboarding,Low,2
TKT-000636,CUST-05392,2026-02-07,Onboarding,Low,7
TKT-000637,CUST-07237,2025-11-28,Billing,Low,0
TKT-000638,CUST-09727,2026-01-03,Onboarding,Low,0
TKT-000639,CUST-00408,2025-09-12,Technical Bug,Medium,1
TKT-000640,CUST-02864,2026-01-26,Technical Bug,Medium,1
TKT-000641,CUST-05221,2025-12-03,Technical Bug,Low,6
TKT-000642,CUST-11291,2025-11-17,Billing,High,0
TKT-000643,CUST-03963,2026-02-08,Onboarding,Urgent,0
TKT-000644,CUST-05845,2026-01-27,Technical Bug,Medium,1
TKT-000645,CUST-07001,2025-07-31,Technical Bug,Low,6
TKT-000646,CUST-04187,2025-09-23,Billing,Low,0
TKT-000647,CUST-02636,2026-05-22,Feature Request,Low,3
TKT-000648,CUST-03030,2025-08-15,Billing,Low,3
TKT-000649,CUST-06196,2025-09-06,Technical Bug,Low,0
TKT-000650,CUST-10525,2025-11-15,Technical Bug,Medium,0
TKT-000651,CUST-02911,2026-04-20,Feature Request,Medium,0
TKT-000652,CUST-06807,2025-10-16,Onboarding,Low,0
TKT-000653,CUST-03549,2025-12-27,Onboarding,Medium,1
TKT-000654,CUST-03074,2025-08-18,Onboarding,Low,0
TKT-000655,CUST-11212,2026-03-28,Billing,Low,1
TKT-000656,CUST-04937,2025-07-09,Onboarding,Urgent,6
TKT-000657,CUST-04569,2025-09-27,Billing,Medium,1
TKT-000658,CUST-01496,2025-09-05,Onboarding,Medium,7
TKT-000659,CUST-09885,2025-07-18,Billing,Medium,3
TKT-000660,CUST-09696,2026-06-10,Onboarding,High,2
TKT-000661,CUST-08812,2025-12-06,Onboarding,Low,1
TKT-000662,CUST-10085,2026-06-10,Onboarding,Low,3
TKT-000663,CUST-11693,2025-09-06,Feature Request,Medium,1
TKT-000664,CUST-03606,2026-06-03,Onboarding,Medium,2
TKT-000665,CUST-04390,2026-06-24,Feature Request,Low,1
TKT-000666,CUST-03095,2025-07-23,Billing,Medium,0
TKT-000667,CUST-08287,2025-11-23,Billing,Medium,3
TKT-000668,CUST-03068,2025-08-29,Feature Request,Medium,2
TKT-000669,CUST-04235,2026-01-17,Technical Bug,Medium,1
TKT-000670,CUST-09597,2025-07-02,Billing,Low,1
TKT-000671,CUST-01901,2026-05-23,Feature Request,High,1
TKT-000672,CUST-07460,2026-03-24,Billing,Low,3
TKT-000673,CUST-05863,2026-02-10,Technical Bug,Medium,0
TKT-000674,CUST-05109,2026-05-27,Billing,Medium,0
TKT-000675,CUST-06121,2025-09-18,Onboarding,Low,1
TKT-000676,CUST-01603,2026-04-22,Feature Request,High,0
TKT-000677,CUST-09533,2025-09-11,Onboarding,Medium,0
TKT-000678,CUST-02644,2025-12-11,Feature Request,Low,2
TKT-000679,CUST-10776,2025-08-24,Feature Request,Medium,0
TKT-000680,CUST-00390,2025-12-01,Feature Request,Low,0
TKT-000681,CUST-01610,2026-04-27,Feature Request,Low,1
TKT-000682,CUST-03505,2026-04-13,Technical Bug,Low,4
TKT-000683,CUST-03316,2025-07-17,Feature Request,Low,2
TKT-000684,CUST-05996,2026-03-05,Technical Bug,Low,4
TKT-000685,CUST-03884,2026-06-18,Technical Bug,High,2
TKT-000686,CUST-09925,2026-04-05,Feature Request,Medium,4
TKT-000687,CUST-03809,2025-08-11,Billing,Low,0
TKT-000688,CUST-07947,2026-04-24,Technical Bug,Low,0
TKT-000689,CUST-10009,2025-07-13,Technical Bug,Low,0
TKT-000690,CUST-07636,2025-06-25,Onboarding,Medium,5
TKT-000691,CUST-07574,2026-06-18,Feature Request,High,9
TKT-000692,CUST-08251,2026-02-03,Feature Request,Medium,1
TKT-000693,CUST-05792,2025-08-22,Onboarding,High,0
TKT-000694,CUST-01429,2026-04-09,Billing,Low,3
TKT-000695,CUST-09604,2025-11-30,Technical Bug,Low,0
TKT-000696,CUST-10796,2026-03-18,Technical Bug,Low,2
TKT-000697,CUST-11371,2025-12-21,Technical Bug,Low,2
TKT-000698,CUST-09292,2025-08-30,Technical Bug,Low,1
TKT-000699,CUST-10941,2025-12-15,Onboarding,Low,1
TKT-000700,CUST-01276,2026-01-22,Feature Request,Low,3
TKT-000701,CUST-09810,2025-08-21,Onboarding,Medium,0
TKT-000702,CUST-06407,2025-12-29,Technical Bug,Medium,0
TKT-000703,CUST-08402,2026-02-13,Feature Request,Low,3
TKT-000704,CUST-07859,2026-02-26,Onboarding,Low,2
TKT-000705,CUST-07230,2026-02-15,Feature Request,Medium,0
TKT-000706,CUST-07459,2026-02-25,Feature Request,Urgent,3
TKT-000707,CUST-06343,2025-10-01,Onboarding,Medium,4
TKT-000708,CUST-05456,2025-10-29,Onboarding,High,0
TKT-000709,CUST-11131,2026-04-02,Onboarding,Medium,1
TKT-000710,CUST-02356,2025-12-31,Onboarding,Medium,0
TKT-000711,CUST-05290,2026-02-20,Onboarding,High,7
TKT-000712,CUST-10418,2025-09-19,Feature Request,Low,2
TKT-000713,CUST-01250,2025-10-15,Onboarding,Low,1
TKT-000714,CUST-03319,2026-06-18,Feature Request,Low,0
TKT-000715,CUST-11206,2025-09-07,Onboarding,Low,0
TKT-000716,CUST-04213,2025-10-10,Technical Bug,Medium,4
TKT-000717,CUST-11001,2025-09-15,Technical Bug,Medium,2
TKT-000718,CUST-02621,2026-05-14,Technical Bug,Medium,0
TKT-000719,CUST-01783,2026-04-27,Onboarding,Low,0
TKT-000720,CUST-05935,2026-02-15,Technical Bug,Low,0
TKT-000721,CUST-11525,2025-07-30,Feature Request,Low,2
TKT-000722,CUST-11558,2025-12-03,Billing,Low,2
TKT-000723,CUST-03013,2026-04-25,Technical Bug,High,1
TKT-000724,CUST-09702,2025-08-02,Technical Bug,Low,1
TKT-000725,CUST-10060,2026-03-23,Feature Request,Low,3
TKT-000726,CUST-07526,2026-05-24,Technical Bug,Medium,0
TKT-000727,CUST-01184,2025-06-26,Billing,Low,4
TKT-000728,CUST-10860,2025-11-07,Technical Bug,Medium,0
TKT-000729,CUST-11494,2026-06-13,Onboarding,Low,0
TKT-000730,CUST-09775,2026-04-02,Feature Request,High,1
TKT-000731,CUST-02927,2026-04-08,Onboarding,Medium,1
TKT-000732,CUST-00355,2026-02-03,Technical Bug,Low,4
TKT-000733,CUST-00163,2026-02-26,Technical Bug,Medium,0
TKT-000734,CUST-09474,2025-08-19,Feature Request,Low,0
TKT-000735,CUST-04807,2025-10-25,Onboarding,Medium,2
TKT-000736,CUST-10662,2025-07-05,Onboarding,Medium,3
TKT-000737,CUST-01614,2026-03-26,Feature Request,Low,1
TKT-000738,CUST-00298,2026-01-06,Billing,Low,1
TKT-000739,CUST-08942,2025-09-08,Feature Request,Low,0
TKT-000740,CUST-10020,2025-09-10,Technical Bug,Medium,0
TKT-000741,CUST-10132,2025-07-28,Onboarding,Medium,1
TKT-000742,CUST-08096,2025-07-17,Technical Bug,Low,3
TKT-000743,CUST-00369,2025-08-16,Feature Request,High,0
TKT-000744,CUST-07425,2025-08-17,Technical Bug,Low,1
TKT-000745,CUST-09911,2026-03-19,Feature Request,Medium,1
TKT-000746,CUST-05605,2026-04-04,Technical Bug,Medium,2
TKT-000747,CUST-11482,2025-11-07,Billing,Medium,1
TKT-000748,CUST-10613,2025-12-25,Onboarding,Low,2
TKT-000749,CUST-04450,2026-02-23,Feature Request,Medium,4
TKT-000750,CUST-10199,2025-10-17,Onboarding,Low,0
TKT-000751,CUST-06691,2026-02-22,Billing,Medium,1
TKT-000752,CUST-04755,2025-11-21,Feature Request,Medium,1
TKT-000753,CUST-09862,2025-10-19,Technical Bug,Medium,2
TKT-000754,CUST-10988,2025-09-20,Billing,Low,4
TKT-000755,CUST-04184,2025-07-28,Billing,Low,1
TKT-000756,CUST-02881,2025-11-23,Billing,Medium,0
TKT-000757,CUST-06914,2026-06-17,Billing,Medium,0
TKT-000758,CUST-07408,2025-12-14,Technical Bug,Low,0
TKT-000759,CUST-01884,2025-09-13,Onboarding,Medium,2
TKT-000760,CUST-03246,2025-11-20,Billing,Low,1
TKT-000761,CUST-02003,2025-09-07,Onboarding,High,2
TKT-000762,CUST-08441,2025-10-08,Onboarding,Low,1
TKT-000763,CUST-05975,2025-09-17,Feature Request,High,0
TKT-000764,CUST-11690,2025-10-16,Technical Bug,Medium,3
TKT-000765,CUST-00826,2026-01-29,Feature Request,Medium,0
TKT-000766,CUST-06382,2025-08-21,Onboarding,Medium,3
TKT-000767,CUST-11626,2026-06-03,Billing,Medium,2
TKT-000768,CUST-01744,2025-07-27,Technical Bug,Low,0
TKT-000769,CUST-03218,2026-01-27,Billing,Low,6
TKT-000770,CUST-02398,2025-07-07,Technical Bug,Medium,0
TKT-000771,CUST-07751,2025-12-01,Technical Bug,Medium,0
TKT-000772,CUST-08601,2026-05-20,Billing,Low,1
TKT-000773,CUST-02874,2025-09-04,Billing,Medium,4
TKT-000774,CUST-04114,2025-07-21,Feature Request,Low,0
TKT-000775,CUST-02810,2026-01-17,Billing,High,1
TKT-000776,CUST-09217,2026-03-03,Billing,High,1
TKT-000777,CUST-02685,2026-02-13,Feature Request,Low,0
TKT-000778,CUST-06477,2026-03-14,Onboarding,Medium,1
TKT-000779,CUST-05360,2026-03-19,Billing,Low,6
TKT-000780,CUST-11847,2025-12-03,Onboarding,Medium,4
TKT-000781,CUST-00173,2026-05-06,Billing,Low,1
TKT-000782,CUST-10552,2026-01-12,Feature Request,Medium,0
TKT-000783,CUST-06258,2025-09-08,Feature Request,Low,0
TKT-000784,CUST-11789,2025-08-24,Technical Bug,Urgent,0
TKT-000785,CUST-00965,2026-03-03,Billing,Low,1
TKT-000786,CUST-01035,2026-06-23,Onboarding,Urgent,1
TKT-000787,CUST-11232,2025-09-11,Technical Bug,Medium,0
TKT-000788,CUST-11071,2026-06-09,Feature Request,High,0
TKT-000789,CUST-00482,2026-04-09,Onboarding,High,0
TKT-000790,CUST-09546,2025-10-21,Onboarding,Medium,4
TKT-000791,CUST-06404,2026-05-11,Feature Request,Low,1
TKT-000792,CUST-11733,2026-04-05,Feature Request,Medium,0
TKT-000793,CUST-04250,2026-01-08,Onboarding,Medium,0
TKT-000794,CUST-07953,2026-03-25,Billing,Medium,3
TKT-000795,CUST-04969,2025-11-13,Onboarding,Medium,4
TKT-000796,CUST-06744,2025-09-05,Onboarding,Low,2
TKT-000797,CUST-04217,2026-01-19,Onboarding,Low,0
TKT-000798,CUST-10368,2026-03-29,Onboarding,Low,0
TKT-000799,CUST-11334,2026-05-20,Feature Request,Medium,3
TKT-000800,CUST-07308,2025-07-16,Feature Request,Low,2
TKT-000801,CUST-01584,2026-02-17,Feature Request,Low,1
TKT-000802,CUST-08464,2026-05-09,Billing,Low,0
TKT-000803,CUST-10212,2025-08-18,Onboarding,Low,6
TKT-000804,CUST-09962,2025-08-30,Feature Request,Medium,4
TKT-000805,CUST-07575,2025-09-07,Technical Bug,Medium,1
TKT-000806,CUST-01454,2025-12-27,Feature Request,High,3
TKT-000807,CUST-00211,2025-12-01,Technical Bug,Low,1
TKT-000808,CUST-02786,2025-07-11,Feature Request,High,2
TKT-000809,CUST-03296,2026-01-16,Onboarding,Low,0
TKT-000810,CUST-04264,2026-04-16,Billing,Medium,1
TKT-000811,CUST-03106,2025-10-26,Onboarding,Medium,0
TKT-000812,CUST-11809,2025-10-17,Billing,Medium,2
TKT-000813,CUST-01219,2026-01-03,Billing,Low,0
TKT-000814,CUST-00285,2025-10-16,Billing,Low,0
TKT-000815,CUST-05694,2026-05-30,Onboarding,Low,3
TKT-000816,CUST-04192,2025-07-20,Technical Bug,Medium,0
TKT-000817,CUST-03021,2025-07-14,Feature Request,Medium,0
TKT-000818,CUST-01582,2025-12-31,Billing,Medium,1
TKT-000819,CUST-08465,2025-07-17,Billing,Low,0
TKT-000820,CUST-00126,2025-10-28,Onboarding,Medium,2
TKT-000821,CUST-04930,2026-04-03,Billing,Low,4
TKT-000822,CUST-05592,2026-03-05,Onboarding,Low,4
TKT-000823,CUST-07169,2025-11-25,Technical Bug,Medium,2
TKT-000824,CUST-06344,2026-02-25,Billing,Low,0
TKT-000825,CUST-06758,2025-11-03,Technical Bug,Medium,2
TKT-000826,CUST-06643,2025-11-09,Feature Request,High,1
TKT-000827,CUST-06346,2025-11-15,Onboarding,Medium,0
TKT-000828,CUST-07843,2025-08-15,Onboarding,High,0
TKT-000829,CUST-05476,2025-08-21,Billing,Medium,0
TKT-000830,CUST-00253,2026-01-27,Billing,Medium,5
TKT-000831,CUST-06395,2026-06-05,Billing,Low,2
TKT-000832,CUST-11007,2026-04-21,Billing,Medium,0
TKT-000833,CUST-00356,2025-07-20,Technical Bug,High,0
TKT-000834,CUST-02991,2025-08-28,Technical Bug,Medium,1
TKT-000835,CUST-10043,2026-06-13,Feature Request,Low,0
TKT-000836,CUST-09974,2026-01-23,Billing,Medium,0
TKT-000837,CUST-03915,2026-06-01,Onboarding,High,0
TKT-000838,CUST-00630,2026-04-08,Billing,High,0
TKT-000839,CUST-11539,2026-02-06,Feature Request,Urgent,1
TKT-000840,CUST-09710,2025-08-22,Billing,Medium,0
TKT-000841,CUST-07945,2025-11-18,Technical Bug,Urgent,7
TKT-000842,CUST-09798,2025-10-02,Feature Request,Urgent,5
TKT-000843,CUST-05353,2025-09-10,Feature Request,Medium,0
TKT-000844,CUST-02960,2025-08-24,Feature Request,High,1
TKT-000845,CUST-07548,2025-10-03,Technical Bug,Medium,1
TKT-000846,CUST-00180,2025-07-18,Billing,Low,0
TKT-000847,CUST-01713,2026-03-02,Feature Request,High,1
TKT-000848,CUST-02897,2025-07-08,Onboarding,Medium,0
TKT-000849,CUST-03665,2025-08-10,Billing,Low,1
TKT-000850,CUST-01645,2025-09-13,Technical Bug,Low,3
TKT-000851,CUST-09663,2025-07-15,Technical Bug,Low,3
TKT-000852,CUST-00141,2026-03-02,Billing,Medium,1
TKT-000853,CUST-09919,2026-05-08,Billing,Low,3
